id,credit_history,purpose,savings_status,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,employment,class
631,existing paid,retraining,'100<=X<500','female div/dep/mar',guarantor,'life insurance',bank,for free,unemp/unskilled non res,none,yes,4<x<21,276<x<4813,1<x<2,2<x<3,19<x<33,1<x<2,x<1,'0<=X<200',>=7,1
632,'all paid','used car',500<=X<1000,female div/dep/mar,none,'real estate',bank,for free,'high qualif/self emp/mgmt',none,yes,4<x<21,9350<x<13887,x>3,x>3,33<x<47,1<x<2,x<1,'<0','<1',1
633,no credits/all paid,'new car',100<=X<500,male mar/wid,none,no known property,none,'for free','unemp/unskilled non res',yes,no,4<x<21,x>13887,x<1,x<1,19<x<33,1<x<2,x>1,'no checking','1<=X<4',1
634,'critical/other existing credit',other,'<100','female div/dep/mar',guarantor,real estate,none,for free,high qualif/self emp/mgmt,none,yes,x>55,276<x<4813,2<x<3,1<x<2,33<x<47,2<x<3,x>1,0<=X<200,'1<=X<4',0
635,'no credits/all paid',new car,no known savings,female div/dep/mar,co applicant,no known property,stores,rent,skilled,none,yes,4<x<21,276<x<4813,x>3,1<x<2,x>61,2<x<3,x>1,'>=200','1<=X<4',0
636,'existing paid',furniture/equipment,no known savings,male div/sep,'co applicant',real estate,none,own,'unemp/unskilled non res',none,no,x>55,276<x<4813,2<x<3,x<1,x>61,x<1,x>1,'>=200',4<=X<7,1
637,'delayed previously',furniture/equipment,'100<=X<500',male single,guarantor,no known property,none,'for free',unskilled resident,none,no,4<x<21,276<x<4813,x>3,x<1,47<x<61,x>3,x>1,>=200,'4<=X<7',1
638,'delayed previously',new car,100<=X<500,male div/sep,none,'real estate',stores,'for free',skilled,yes,yes,38<x<55,4813<x<9350,x<1,2<x<3,47<x<61,1<x<2,x>1,no checking,4<=X<7,1
639,critical/other existing credit,other,>=1000,male mar/wid,co applicant,life insurance,stores,for free,skilled,none,yes,4<x<21,276<x<4813,x<1,2<x<3,19<x<33,x>3,x>1,'>=200','>=7',1
640,'delayed previously','used car',500<=X<1000,male single,co applicant,'life insurance',bank,for free,high qualif/self emp/mgmt,yes,no,38<x<55,276<x<4813,x>3,1<x<2,33<x<47,1<x<2,x>1,<0,>=7,1
641,no credits/all paid,retraining,'<100','male mar/wid','co applicant','no known property',bank,for free,unemp/unskilled non res,yes,yes,4<x<21,276<x<4813,1<x<2,x<1,x>61,x<1,x>1,'no checking',1<=X<4,1
642,'existing paid','used car','500<=X<1000',male mar/wid,guarantor,'no known property',none,'for free',skilled,yes,yes,4<x<21,4813<x<9350,1<x<2,1<x<2,19<x<33,x>3,x<1,'<0',>=7,0
643,'existing paid','domestic appliance',100<=X<500,'male single',guarantor,life insurance,bank,for free,high qualif/self emp/mgmt,yes,yes,38<x<55,276<x<4813,2<x<3,2<x<3,33<x<47,x<1,x>1,'>=200','<1',1
644,'all paid',business,500<=X<1000,'male div/sep',none,no known property,stores,for free,'high qualif/self emp/mgmt',yes,no,38<x<55,276<x<4813,x<1,x>3,19<x<33,x>3,x>1,'0<=X<200',1<=X<4,1
645,'no credits/all paid',radio/tv,'<100',male single,co applicant,car,none,rent,'unemp/unskilled non res',none,no,4<x<21,276<x<4813,x<1,x>3,33<x<47,x<1,x<1,no checking,'>=7',1
646,all paid,business,100<=X<500,'male mar/wid',guarantor,no known property,stores,own,unskilled resident,yes,no,21<x<38,276<x<4813,2<x<3,2<x<3,x<19,1<x<2,x<1,<0,<1,1
647,existing paid,radio/tv,>=1000,male div/sep,co applicant,'real estate',bank,'for free',unskilled resident,none,yes,4<x<21,276<x<4813,1<x<2,x<1,47<x<61,2<x<3,x>1,no checking,'1<=X<4',1
648,'critical/other existing credit',other,'100<=X<500',male div/sep,guarantor,car,none,'for free','high qualif/self emp/mgmt',yes,no,4<x<21,276<x<4813,2<x<3,x<1,19<x<33,x<1,x<1,0<=X<200,'>=7',1
649,'all paid','domestic appliance','>=1000',male single,guarantor,real estate,stores,own,unskilled resident,none,no,38<x<55,4813<x<9350,2<x<3,2<x<3,x>61,x>3,x>1,'<0',>=7,1
650,no credits/all paid,furniture/equipment,'>=1000','male mar/wid','co applicant','no known property',stores,'for free',high qualif/self emp/mgmt,yes,yes,38<x<55,276<x<4813,2<x<3,x>3,x<19,x<1,x>1,'no checking','<1',1
651,'all paid',business,no known savings,'male div/sep',guarantor,'real estate',stores,'for free','high qualif/self emp/mgmt',yes,no,4<x<21,9350<x<13887,x<1,1<x<2,x>61,x<1,x<1,'<0',unemployed,1
652,'no credits/all paid',furniture/equipment,no known savings,'male mar/wid','co applicant','life insurance',none,rent,unemp/unskilled non res,none,yes,4<x<21,276<x<4813,1<x<2,2<x<3,33<x<47,1<x<2,x<1,'>=200','1<=X<4',1
653,all paid,furniture/equipment,500<=X<1000,male single,none,no known property,bank,for free,unemp/unskilled non res,yes,no,4<x<21,276<x<4813,1<x<2,2<x<3,x>61,x<1,x>1,no checking,<1,1
654,delayed previously,'used car','no known savings',male mar/wid,none,'life insurance',stores,own,skilled,none,no,21<x<38,4813<x<9350,x<1,1<x<2,33<x<47,2<x<3,x>1,'>=200','4<=X<7',1
655,existing paid,new car,>=1000,male div/sep,co applicant,'no known property',bank,own,skilled,none,yes,38<x<55,276<x<4813,1<x<2,x<1,33<x<47,x<1,x>1,<0,'4<=X<7',0
656,'all paid',used car,no known savings,'male div/sep','co applicant',no known property,stores,rent,unskilled resident,yes,no,21<x<38,276<x<4813,x<1,x>3,33<x<47,x<1,x>1,'no checking',1<=X<4,1
657,no credits/all paid,radio/tv,'<100',male div/sep,co applicant,life insurance,none,'for free',unemp/unskilled non res,yes,no,21<x<38,276<x<4813,2<x<3,1<x<2,33<x<47,2<x<3,x<1,'no checking','1<=X<4',1
658,delayed previously,new car,'500<=X<1000','male mar/wid',guarantor,'real estate',bank,for free,'high qualif/self emp/mgmt',yes,no,21<x<38,276<x<4813,x<1,x<1,19<x<33,2<x<3,x>1,'no checking','>=7',1
659,'critical/other existing credit','domestic appliance',no known savings,female div/dep/mar,none,'no known property',stores,for free,unemp/unskilled non res,none,no,21<x<38,4813<x<9350,1<x<2,x>3,19<x<33,x<1,x<1,>=200,'>=7',1
660,critical/other existing credit,new car,'100<=X<500','male mar/wid',none,no known property,none,for free,unskilled resident,none,yes,4<x<21,276<x<4813,x<1,x<1,47<x<61,x>3,x<1,no checking,'>=7',1
661,delayed previously,'used car','100<=X<500','male mar/wid',guarantor,no known property,stores,'for free','unemp/unskilled non res',none,yes,21<x<38,4813<x<9350,x<1,x<1,x>61,2<x<3,x<1,'<0',<1,1
662,'critical/other existing credit','domestic appliance',500<=X<1000,male mar/wid,'co applicant',life insurance,none,own,high qualif/self emp/mgmt,yes,yes,4<x<21,276<x<4813,2<x<3,1<x<2,19<x<33,1<x<2,x<1,>=200,unemployed,1
663,delayed previously,domestic appliance,<100,'female div/dep/mar',co applicant,'no known property',stores,for free,unemp/unskilled non res,none,no,4<x<21,276<x<4813,1<x<2,1<x<2,x>61,x>3,x<1,>=200,>=7,1
664,'all paid',retraining,'no known savings',male div/sep,'co applicant','life insurance',none,for free,'unemp/unskilled non res',none,yes,38<x<55,4813<x<9350,2<x<3,2<x<3,19<x<33,x<1,x>1,'>=200',>=7,1
665,'no credits/all paid',radio/tv,<100,'male mar/wid',co applicant,'no known property',bank,own,high qualif/self emp/mgmt,none,no,4<x<21,276<x<4813,1<x<2,x<1,x>61,x>3,x<1,no checking,1<=X<4,1
666,'no credits/all paid','domestic appliance','500<=X<1000','female div/dep/mar',co applicant,no known property,bank,for free,skilled,none,no,4<x<21,276<x<4813,2<x<3,x>3,47<x<61,2<x<3,x>1,'no checking','4<=X<7',1
667,all paid,used car,500<=X<1000,male mar/wid,co applicant,'real estate',bank,for free,'unskilled resident',yes,no,4<x<21,276<x<4813,1<x<2,1<x<2,x>61,x>3,x>1,'0<=X<200',4<=X<7,1
668,no credits/all paid,domestic appliance,<100,'male single','co applicant',real estate,stores,rent,'unskilled resident',none,yes,x<4,276<x<4813,1<x<2,x<1,47<x<61,2<x<3,x<1,'0<=X<200',unemployed,0
669,existing paid,domestic appliance,>=1000,'male single','co applicant',car,bank,for free,unskilled resident,yes,yes,x>55,276<x<4813,1<x<2,x>3,33<x<47,2<x<3,x<1,'0<=X<200',unemployed,1
670,existing paid,radio/tv,<100,'male mar/wid',co applicant,no known property,stores,for free,'unskilled resident',yes,no,4<x<21,4813<x<9350,x<1,x>3,33<x<47,2<x<3,x<1,>=200,unemployed,1
671,critical/other existing credit,other,'100<=X<500','female div/dep/mar',co applicant,'life insurance',bank,own,'unemp/unskilled non res',yes,no,4<x<21,276<x<4813,1<x<2,x<1,33<x<47,2<x<3,x<1,0<=X<200,'4<=X<7',1
672,no credits/all paid,repairs,'100<=X<500','male mar/wid',guarantor,no known property,stores,rent,unskilled resident,none,yes,4<x<21,276<x<4813,x<1,1<x<2,19<x<33,1<x<2,x>1,'>=200',>=7,1
673,existing paid,new car,'100<=X<500','male mar/wid',guarantor,'life insurance',none,for free,unemp/unskilled non res,none,yes,4<x<21,276<x<4813,x>3,2<x<3,33<x<47,2<x<3,x>1,'>=200',4<=X<7,1
674,'delayed previously',other,>=1000,female div/dep/mar,guarantor,'no known property',bank,own,'unemp/unskilled non res',yes,no,38<x<55,276<x<4813,1<x<2,x>3,19<x<33,x<1,x<1,0<=X<200,>=7,1
675,no credits/all paid,retraining,'500<=X<1000',male single,'co applicant',real estate,none,'for free',unskilled resident,yes,no,38<x<55,276<x<4813,x>3,x<1,47<x<61,x>3,x>1,<0,'>=7',1
676,'critical/other existing credit',education,'100<=X<500',male single,co applicant,real estate,none,'for free','unskilled resident',none,no,21<x<38,276<x<4813,x>3,x>3,33<x<47,1<x<2,x>1,'>=200','<1',1
677,existing paid,used car,'no known savings','male mar/wid',co applicant,'real estate',none,rent,unskilled resident,yes,no,38<x<55,276<x<4813,x<1,1<x<2,x>61,1<x<2,x<1,0<=X<200,<1,1
678,'all paid',radio/tv,>=1000,'female div/dep/mar',guarantor,car,none,rent,'unemp/unskilled non res',none,no,4<x<21,276<x<4813,x<1,x<1,19<x<33,1<x<2,x<1,0<=X<200,'>=7',1
679,all paid,business,'500<=X<1000','male div/sep','co applicant','real estate',stores,rent,'unemp/unskilled non res',none,no,21<x<38,276<x<4813,x>3,x<1,33<x<47,x<1,x<1,'>=200','4<=X<7',1
680,'critical/other existing credit',retraining,500<=X<1000,'female div/dep/mar',guarantor,'life insurance',bank,for free,high qualif/self emp/mgmt,yes,yes,x>55,276<x<4813,2<x<3,x>3,33<x<47,1<x<2,x<1,>=200,4<=X<7,1
681,all paid,'domestic appliance','100<=X<500','male single',none,life insurance,none,rent,skilled,none,yes,4<x<21,276<x<4813,1<x<2,x>3,47<x<61,x<1,x<1,'>=200',4<=X<7,1
682,critical/other existing credit,furniture/equipment,'<100','male mar/wid',none,no known property,none,for free,unemp/unskilled non res,yes,yes,21<x<38,276<x<4813,1<x<2,2<x<3,19<x<33,x<1,x<1,'>=200',>=7,1
683,'existing paid',radio/tv,100<=X<500,'male div/sep',guarantor,real estate,stores,'for free','unemp/unskilled non res',none,yes,38<x<55,4813<x<9350,x<1,x>3,47<x<61,1<x<2,x>1,<0,'4<=X<7',0
684,all paid,domestic appliance,>=1000,male single,none,'real estate',none,rent,'high qualif/self emp/mgmt',yes,yes,21<x<38,276<x<4813,1<x<2,x<1,19<x<33,x>3,x<1,0<=X<200,1<=X<4,1
685,delayed previously,retraining,'100<=X<500','male single',co applicant,real estate,none,own,'high qualif/self emp/mgmt',none,yes,4<x<21,276<x<4813,x>3,1<x<2,47<x<61,1<x<2,x>1,'>=200',unemployed,1
686,all paid,business,'no known savings',female div/dep/mar,co applicant,life insurance,bank,for free,'unskilled resident',yes,no,4<x<21,276<x<4813,2<x<3,2<x<3,47<x<61,1<x<2,x>1,'0<=X<200',1<=X<4,1
687,delayed previously,furniture/equipment,100<=X<500,male single,none,'life insurance',none,'for free',unemp/unskilled non res,yes,yes,21<x<38,276<x<4813,x>3,x>3,19<x<33,x>3,x>1,<0,'4<=X<7',1
688,existing paid,'new car','no known savings','male mar/wid',none,'no known property',bank,rent,unskilled resident,none,no,4<x<21,9350<x<13887,x>3,x>3,x>61,1<x<2,x>1,<0,'1<=X<4',0
689,existing paid,retraining,'no known savings','male div/sep',guarantor,real estate,bank,own,high qualif/self emp/mgmt,none,yes,4<x<21,4813<x<9350,1<x<2,x>3,47<x<61,1<x<2,x<1,'0<=X<200',unemployed,1
690,no credits/all paid,furniture/equipment,'>=1000',female div/dep/mar,none,real estate,stores,rent,high qualif/self emp/mgmt,yes,no,4<x<21,276<x<4813,x>3,1<x<2,33<x<47,x>3,x>1,'>=200','>=7',1
691,'existing paid','new car','<100','male mar/wid',co applicant,'no known property',none,'for free',unemp/unskilled non res,yes,no,4<x<21,276<x<4813,x<1,1<x<2,33<x<47,2<x<3,x<1,<0,unemployed,1
692,no credits/all paid,'new car','>=1000','female div/dep/mar',co applicant,car,bank,for free,unskilled resident,none,yes,4<x<21,276<x<4813,x<1,1<x<2,47<x<61,2<x<3,x>1,no checking,'>=7',1
693,'delayed previously',repairs,'100<=X<500',male single,co applicant,'life insurance',bank,rent,unskilled resident,none,no,21<x<38,276<x<4813,2<x<3,x<1,33<x<47,x<1,x<1,'0<=X<200','>=7',1
694,'no credits/all paid',domestic appliance,'<100',male div/sep,guarantor,'real estate',bank,rent,'unskilled resident',yes,yes,38<x<55,276<x<4813,1<x<2,x<1,47<x<61,2<x<3,x<1,>=200,'4<=X<7',0
695,'existing paid',furniture/equipment,no known savings,female div/dep/mar,guarantor,'real estate',bank,rent,'unemp/unskilled non res',yes,yes,4<x<21,276<x<4813,x>3,x>3,33<x<47,x>3,x>1,no checking,'4<=X<7',1
696,existing paid,radio/tv,500<=X<1000,'female div/dep/mar','co applicant','life insurance',bank,'for free',high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,1<x<2,x<1,47<x<61,x>3,x<1,'no checking',unemployed,1
697,delayed previously,radio/tv,100<=X<500,'male single',none,no known property,stores,own,'unskilled resident',none,yes,38<x<55,276<x<4813,1<x<2,x<1,19<x<33,x<1,x<1,>=200,'<1',1
698,existing paid,'domestic appliance','500<=X<1000','female div/dep/mar','co applicant',life insurance,bank,own,unemp/unskilled non res,none,yes,4<x<21,276<x<4813,2<x<3,2<x<3,47<x<61,2<x<3,x<1,'>=200','4<=X<7',1
699,critical/other existing credit,furniture/equipment,'>=1000','male single',co applicant,life insurance,none,for free,skilled,none,no,21<x<38,276<x<4813,x<1,x<1,33<x<47,2<x<3,x>1,0<=X<200,'>=7',1
700,'critical/other existing credit',new car,'500<=X<1000',male single,co applicant,'real estate',none,own,skilled,none,yes,4<x<21,276<x<4813,1<x<2,2<x<3,19<x<33,x>3,x<1,'<0','1<=X<4',1
701,'all paid',new car,'>=1000','male single','co applicant',life insurance,none,own,'unemp/unskilled non res',yes,no,4<x<21,276<x<4813,2<x<3,2<x<3,x>61,x>3,x<1,no checking,'1<=X<4',1
702,'no credits/all paid',other,100<=X<500,'male single',co applicant,'real estate',bank,for free,unskilled resident,yes,no,4<x<21,276<x<4813,2<x<3,x<1,19<x<33,1<x<2,x>1,<0,4<=X<7,1
703,'existing paid',radio/tv,'no known savings',male single,co applicant,life insurance,none,'for free',unskilled resident,none,no,x>55,4813<x<9350,x>3,1<x<2,19<x<33,2<x<3,x<1,<0,'<1',0
704,'all paid','used car','no known savings',male single,guarantor,no known property,bank,'for free','unemp/unskilled non res',yes,no,38<x<55,4813<x<9350,1<x<2,x<1,47<x<61,2<x<3,x<1,'>=200','1<=X<4',1
705,critical/other existing credit,furniture/equipment,'100<=X<500','female div/dep/mar',none,'real estate',none,rent,unskilled resident,none,yes,38<x<55,276<x<4813,x>3,x>3,x>61,1<x<2,x>1,'no checking',unemployed,1
706,'no credits/all paid',radio/tv,'>=1000','male single',co applicant,'no known property',bank,rent,'unskilled resident',yes,no,21<x<38,276<x<4813,x<1,x>3,19<x<33,1<x<2,x>1,'no checking','4<=X<7',1
707,'existing paid',business,'500<=X<1000','male single',none,'no known property',bank,own,unskilled resident,none,yes,21<x<38,276<x<4813,x>3,x>3,x<19,1<x<2,x>1,0<=X<200,1<=X<4,0
708,'critical/other existing credit','domestic appliance',>=1000,'male single',guarantor,'real estate',stores,rent,skilled,none,no,21<x<38,276<x<4813,2<x<3,x>3,47<x<61,x>3,x<1,'0<=X<200',<1,1
709,no credits/all paid,retraining,500<=X<1000,'male mar/wid',none,real estate,stores,'for free','unemp/unskilled non res',yes,no,x>55,276<x<4813,x>3,1<x<2,33<x<47,x>3,x>1,>=200,'>=7',0
710,no credits/all paid,'domestic appliance','100<=X<500',female div/dep/mar,co applicant,'no known property',none,own,'high qualif/self emp/mgmt',yes,no,4<x<21,276<x<4813,x<1,x>3,33<x<47,1<x<2,x<1,'>=200','4<=X<7',1
711,no credits/all paid,furniture/equipment,'<100',male single,guarantor,'no known property',none,rent,skilled,none,no,4<x<21,276<x<4813,1<x<2,2<x<3,19<x<33,x<1,x<1,'<0',1<=X<4,1
712,all paid,other,100<=X<500,'male div/sep','co applicant','no known property',none,for free,high qualif/self emp/mgmt,none,yes,21<x<38,276<x<4813,2<x<3,2<x<3,33<x<47,2<x<3,x>1,0<=X<200,4<=X<7,0
713,'critical/other existing credit',other,'100<=X<500',male mar/wid,none,car,stores,rent,'unskilled resident',none,no,38<x<55,276<x<4813,2<x<3,x<1,19<x<33,x<1,x>1,>=200,>=7,1
714,all paid,'domestic appliance','no known savings',male div/sep,co applicant,real estate,stores,for free,'high qualif/self emp/mgmt',none,no,4<x<21,276<x<4813,x>3,2<x<3,33<x<47,1<x<2,x>1,<0,<1,1
715,existing paid,domestic appliance,<100,'female div/dep/mar','co applicant','life insurance',stores,rent,'unemp/unskilled non res',yes,yes,21<x<38,4813<x<9350,x<1,2<x<3,19<x<33,x>3,x<1,'>=200','>=7',1
716,'delayed previously',education,'no known savings',male single,co applicant,'life insurance',stores,own,'unemp/unskilled non res',none,no,4<x<21,4813<x<9350,1<x<2,x<1,47<x<61,1<x<2,x<1,0<=X<200,4<=X<7,1
717,all paid,furniture/equipment,'<100','male single',guarantor,'life insurance',bank,own,'high qualif/self emp/mgmt',none,no,4<x<21,276<x<4813,1<x<2,1<x<2,47<x<61,1<x<2,x>1,'<0',1<=X<4,1
718,'delayed previously',new car,'100<=X<500',female div/dep/mar,guarantor,'life insurance',stores,for free,unemp/unskilled non res,yes,yes,4<x<21,276<x<4813,x<1,x>3,x>61,1<x<2,x>1,>=200,'4<=X<7',1
719,'delayed previously',used car,'>=1000','male mar/wid','co applicant',real estate,none,for free,'high qualif/self emp/mgmt',yes,yes,4<x<21,276<x<4813,x<1,1<x<2,33<x<47,2<x<3,x<1,'0<=X<200','>=7',1
720,'delayed previously',furniture/equipment,no known savings,male mar/wid,guarantor,'no known property',bank,'for free',skilled,none,no,4<x<21,276<x<4813,x>3,2<x<3,47<x<61,x>3,x>1,'0<=X<200',4<=X<7,1
721,critical/other existing credit,'new car',<100,male single,none,'no known property',none,rent,'unskilled resident',yes,yes,4<x<21,276<x<4813,x>3,x>3,x>61,x>3,x<1,'0<=X<200',>=7,1
722,critical/other existing credit,repairs,'500<=X<1000','male mar/wid',co applicant,'no known property',bank,rent,'unskilled resident',none,no,4<x<21,276<x<4813,1<x<2,1<x<2,19<x<33,x<1,x<1,<0,'1<=X<4',1
723,critical/other existing credit,domestic appliance,500<=X<1000,male mar/wid,'co applicant',real estate,none,for free,'high qualif/self emp/mgmt',yes,yes,4<x<21,276<x<4813,x<1,1<x<2,x>61,x>3,x<1,<0,unemployed,1
724,existing paid,'used car',<100,female div/dep/mar,none,real estate,bank,for free,'unskilled resident',yes,no,21<x<38,276<x<4813,x<1,x>3,47<x<61,2<x<3,x<1,'>=200',<1,1
725,delayed previously,education,'500<=X<1000','male single',guarantor,real estate,bank,own,high qualif/self emp/mgmt,none,no,4<x<21,4813<x<9350,2<x<3,1<x<2,47<x<61,1<x<2,x<1,'0<=X<200',unemployed,1
726,critical/other existing credit,'domestic appliance','no known savings',male div/sep,guarantor,'no known property',none,own,'unemp/unskilled non res',none,no,4<x<21,276<x<4813,2<x<3,2<x<3,33<x<47,2<x<3,x>1,<0,>=7,1
727,critical/other existing credit,business,100<=X<500,male single,co applicant,'life insurance',stores,for free,'unskilled resident',none,yes,21<x<38,4813<x<9350,2<x<3,2<x<3,19<x<33,2<x<3,x>1,'no checking',1<=X<4,1
728,'no credits/all paid','domestic appliance','100<=X<500',male mar/wid,co applicant,'real estate',bank,rent,'unskilled resident',yes,no,4<x<21,276<x<4813,2<x<3,x>3,19<x<33,x<1,x>1,>=200,unemployed,1
729,existing paid,new car,'<100',male div/sep,none,no known property,bank,own,'unskilled resident',yes,yes,4<x<21,276<x<4813,2<x<3,1<x<2,47<x<61,2<x<3,x<1,'>=200',unemployed,1
730,delayed previously,'used car',100<=X<500,'male div/sep',guarantor,'no known property',bank,for free,high qualif/self emp/mgmt,none,yes,x>55,4813<x<9350,1<x<2,x>3,x>61,x<1,x>1,'0<=X<200',1<=X<4,1
731,existing paid,repairs,'<100','male mar/wid','co applicant',real estate,bank,rent,'high qualif/self emp/mgmt',yes,no,4<x<21,276<x<4813,x>3,x<1,x>61,1<x<2,x>1,'no checking',<1,1
732,delayed previously,used car,no known savings,female div/dep/mar,co applicant,no known property,none,own,'high qualif/self emp/mgmt',none,no,4<x<21,276<x<4813,1<x<2,x<1,x>61,1<x<2,x>1,'<0',unemployed,1
733,'delayed previously',business,'>=1000',male div/sep,guarantor,life insurance,none,for free,high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,x>3,x>3,19<x<33,1<x<2,x>1,'0<=X<200','4<=X<7',1
