id,credit_history,purpose,savings_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,gender,status,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,employment,class
631,all paid,new car,no known savings,co applicant,'life insurance',none,'for free','unskilled resident',none,yes,female,mar/wid',4<x<21,276<x<4813,x>3,1<x<2,19<x<33,2<x<3,x>1,no checking,unemployed,1
632,'delayed previously',retraining,500<=X<1000,co applicant,no known property,none,for free,'high qualif/self emp/mgmt',none,yes,'female,div/dep/mar,4<x<21,276<x<4813,x<1,1<x<2,47<x<61,1<x<2,x>1,0<=X<200,'<1',1
633,'critical/other existing credit',repairs,<100,co applicant,'real estate',none,for free,unemp/unskilled non res,none,yes,female,single,4<x<21,276<x<4813,x>3,x>3,19<x<33,1<x<2,x<1,'0<=X<200','<1',1
634,'delayed previously',radio/tv,'>=1000',co applicant,'life insurance',stores,rent,high qualif/self emp/mgmt,none,no,'male,div/dep/mar',4<x<21,276<x<4813,2<x<3,1<x<2,47<x<61,x<1,x>1,<0,>=7,1
635,all paid,repairs,'>=1000','co applicant','life insurance',none,rent,unemp/unskilled non res,yes,yes,'female,mar/wid,x<4,276<x<4813,2<x<3,2<x<3,x>61,2<x<3,x<1,>=200,>=7,1
636,'existing paid',other,500<=X<1000,co applicant,'life insurance',none,for free,'unemp/unskilled non res',yes,yes,male,single',21<x<38,276<x<4813,2<x<3,x>3,33<x<47,x>3,x<1,'<0',1<=X<4,1
637,critical/other existing credit,business,'>=1000',guarantor,life insurance,stores,for free,'high qualif/self emp/mgmt',yes,no,'female,div/dep/mar,21<x<38,276<x<4813,x<1,2<x<3,19<x<33,x<1,x>1,'>=200','>=7',1
638,existing paid,repairs,100<=X<500,co applicant,life insurance,stores,own,'unskilled resident',none,no,male,single',4<x<21,276<x<4813,1<x<2,2<x<3,19<x<33,x<1,x<1,'<0','>=7',1
639,'all paid',education,'500<=X<1000',none,'no known property',bank,own,'unemp/unskilled non res',yes,no,male,div/dep/mar,21<x<38,276<x<4813,2<x<3,1<x<2,33<x<47,2<x<3,x>1,'>=200',unemployed,0
640,existing paid,'domestic appliance','>=1000',guarantor,no known property,stores,for free,high qualif/self emp/mgmt,none,yes,'male,div/dep/mar,4<x<21,276<x<4813,x<1,2<x<3,33<x<47,x>3,x>1,no checking,>=7,1
641,'existing paid',retraining,<100,none,'life insurance',none,rent,skilled,yes,no,'female,div/dep/mar',4<x<21,x>13887,x<1,2<x<3,47<x<61,x<1,x<1,'<0','<1',1
642,all paid,used car,100<=X<500,co applicant,life insurance,bank,own,'unskilled resident',none,no,'female,div/sep',4<x<21,276<x<4813,x<1,2<x<3,33<x<47,1<x<2,x>1,'0<=X<200','<1',1
643,critical/other existing credit,used car,500<=X<1000,co applicant,life insurance,bank,for free,'high qualif/self emp/mgmt',yes,yes,female,div/dep/mar,4<x<21,276<x<4813,1<x<2,x<1,47<x<61,1<x<2,x<1,0<=X<200,'<1',1
644,all paid,other,'<100','co applicant','life insurance',stores,rent,high qualif/self emp/mgmt,yes,no,female,mar/wid,4<x<21,4813<x<9350,x<1,1<x<2,x>61,1<x<2,x>1,'0<=X<200',>=7,1
645,'delayed previously',radio/tv,'500<=X<1000',co applicant,'no known property',bank,'for free',skilled,none,no,'female,div/dep/mar,21<x<38,276<x<4813,x>3,x<1,33<x<47,x>3,x<1,>=200,>=7,0
646,'all paid','used car','no known savings',co applicant,'real estate',none,for free,skilled,none,no,'female,single',21<x<38,276<x<4813,2<x<3,2<x<3,47<x<61,2<x<3,x>1,0<=X<200,unemployed,1
647,'all paid','new car',>=1000,co applicant,no known property,bank,rent,'high qualif/self emp/mgmt',yes,yes,'male,div/sep,4<x<21,276<x<4813,x<1,x<1,x>61,2<x<3,x>1,'0<=X<200','1<=X<4',1
648,'no credits/all paid','domestic appliance',100<=X<500,'co applicant',car,none,'for free',unemp/unskilled non res,yes,no,male,mar/wid',38<x<55,276<x<4813,x<1,2<x<3,33<x<47,1<x<2,x>1,<0,'<1',1
649,delayed previously,domestic appliance,<100,none,no known property,bank,rent,high qualif/self emp/mgmt,none,no,'female,div/dep/mar',38<x<55,276<x<4813,x<1,x>3,33<x<47,x<1,x<1,'no checking',4<=X<7,1
650,'all paid',other,'500<=X<1000','co applicant','no known property',stores,own,'unskilled resident',yes,no,'female,single,4<x<21,4813<x<9350,1<x<2,2<x<3,x>61,1<x<2,x<1,<0,4<=X<7,1
651,all paid,'new car',no known savings,none,life insurance,stores,own,high qualif/self emp/mgmt,yes,yes,'female,mar/wid',4<x<21,276<x<4813,x<1,2<x<3,x>61,x>3,x>1,no checking,1<=X<4,1
652,'delayed previously',retraining,500<=X<1000,'co applicant',life insurance,bank,own,unemp/unskilled non res,yes,no,male,mar/wid,x<4,4813<x<9350,x>3,1<x<2,19<x<33,2<x<3,x>1,>=200,<1,1
653,'no credits/all paid','domestic appliance',no known savings,none,life insurance,none,own,'high qualif/self emp/mgmt',none,no,female,mar/wid,38<x<55,276<x<4813,2<x<3,2<x<3,47<x<61,x<1,x<1,>=200,>=7,1
654,'existing paid',repairs,'<100',co applicant,no known property,bank,own,skilled,yes,yes,male,div/dep/mar,4<x<21,276<x<4813,2<x<3,x<1,19<x<33,x>3,x>1,0<=X<200,'<1',0
655,'existing paid',domestic appliance,'100<=X<500',guarantor,no known property,stores,own,'unemp/unskilled non res',yes,yes,female,div/sep',38<x<55,276<x<4813,x<1,2<x<3,x>61,x>3,x>1,'0<=X<200',1<=X<4,1
656,'all paid',furniture/equipment,100<=X<500,none,real estate,stores,rent,unemp/unskilled non res,yes,no,female,div/sep,21<x<38,276<x<4813,x<1,1<x<2,19<x<33,x<1,x<1,>=200,<1,1
657,no credits/all paid,other,'500<=X<1000',guarantor,no known property,bank,rent,high qualif/self emp/mgmt,none,yes,female,mar/wid,4<x<21,4813<x<9350,1<x<2,x<1,33<x<47,x<1,x>1,'no checking',<1,0
658,no credits/all paid,'domestic appliance',>=1000,co applicant,'life insurance',stores,own,high qualif/self emp/mgmt,none,yes,female,mar/wid',4<x<21,276<x<4813,1<x<2,x>3,47<x<61,2<x<3,x<1,'<0','<1',0
659,delayed previously,education,>=1000,co applicant,real estate,stores,'for free','unemp/unskilled non res',yes,yes,'male,mar/wid,4<x<21,276<x<4813,1<x<2,x<1,x>61,x>3,x<1,no checking,<1,1
660,no credits/all paid,new car,'<100','co applicant','no known property',bank,own,unemp/unskilled non res,none,yes,'female,div/dep/mar',38<x<55,276<x<4813,1<x<2,1<x<2,19<x<33,1<x<2,x>1,'<0',unemployed,0
661,'delayed previously',furniture/equipment,100<=X<500,'co applicant',real estate,stores,'for free','unskilled resident',yes,no,'male,div/dep/mar',38<x<55,276<x<4813,x>3,x<1,19<x<33,2<x<3,x<1,'0<=X<200','>=7',1
662,all paid,radio/tv,>=1000,none,car,stores,for free,'high qualif/self emp/mgmt',none,no,'male,single',21<x<38,276<x<4813,x<1,x<1,47<x<61,1<x<2,x<1,no checking,1<=X<4,1
663,no credits/all paid,other,'<100',co applicant,'no known property',none,rent,unemp/unskilled non res,yes,yes,male,mar/wid,38<x<55,276<x<4813,x<1,x>3,19<x<33,1<x<2,x>1,>=200,'1<=X<4',0
664,critical/other existing credit,used car,>=1000,guarantor,'life insurance',bank,rent,unemp/unskilled non res,yes,yes,'male,div/sep',x<4,276<x<4813,x<1,2<x<3,19<x<33,x<1,x<1,no checking,'>=7',1
665,'existing paid',repairs,500<=X<1000,'co applicant','real estate',none,'for free','unemp/unskilled non res',yes,no,'female,single,4<x<21,276<x<4813,1<x<2,x<1,47<x<61,1<x<2,x>1,'>=200',>=7,1
666,'delayed previously',retraining,100<=X<500,guarantor,'no known property',bank,rent,'unskilled resident',yes,no,male,div/dep/mar',21<x<38,276<x<4813,2<x<3,x>3,19<x<33,x<1,x>1,>=200,1<=X<4,1
667,'delayed previously','used car',>=1000,co applicant,no known property,stores,own,unskilled resident,none,no,female,div/sep,4<x<21,4813<x<9350,x<1,x>3,x>61,2<x<3,x>1,'<0',4<=X<7,1
668,delayed previously,education,'500<=X<1000',none,car,stores,own,skilled,yes,no,'female,div/sep,4<x<21,276<x<4813,x<1,1<x<2,19<x<33,x<1,x<1,<0,unemployed,1
669,all paid,business,'100<=X<500','co applicant','life insurance',stores,rent,'high qualif/self emp/mgmt',yes,yes,'female,div/sep',38<x<55,276<x<4813,x<1,1<x<2,33<x<47,1<x<2,x<1,no checking,<1,0
670,'all paid','domestic appliance',<100,co applicant,life insurance,stores,rent,'unemp/unskilled non res',none,no,female,div/sep',4<x<21,276<x<4813,1<x<2,1<x<2,33<x<47,x<1,x>1,'>=200',>=7,1
671,critical/other existing credit,used car,<100,co applicant,'real estate',bank,'for free',unemp/unskilled non res,yes,no,female,mar/wid,4<x<21,276<x<4813,x>3,1<x<2,x>61,2<x<3,x>1,<0,'1<=X<4',1
672,'critical/other existing credit','used car','>=1000',co applicant,'real estate',none,rent,unskilled resident,none,yes,'male,div/dep/mar,4<x<21,276<x<4813,x<1,2<x<3,19<x<33,1<x<2,x>1,'no checking',4<=X<7,1
673,'delayed previously',retraining,'no known savings',guarantor,'no known property',bank,for free,unskilled resident,yes,yes,male,div/dep/mar,21<x<38,276<x<4813,2<x<3,x<1,47<x<61,x<1,x<1,'>=200',1<=X<4,0
674,'delayed previously','domestic appliance',<100,co applicant,'no known property',bank,rent,high qualif/self emp/mgmt,none,no,male,div/dep/mar',21<x<38,276<x<4813,2<x<3,2<x<3,47<x<61,x<1,x>1,'no checking','<1',0
675,'existing paid',furniture/equipment,500<=X<1000,'co applicant',car,bank,own,unskilled resident,yes,no,female,div/sep,21<x<38,276<x<4813,x<1,x>3,47<x<61,1<x<2,x>1,'0<=X<200',<1,1
676,delayed previously,domestic appliance,500<=X<1000,'co applicant',life insurance,stores,own,'unskilled resident',none,yes,male,div/dep/mar,21<x<38,276<x<4813,x>3,x<1,x>61,1<x<2,x>1,'no checking',>=7,0
677,'delayed previously',education,'<100',co applicant,'no known property',bank,'for free','high qualif/self emp/mgmt',yes,yes,'male,single',x>55,276<x<4813,2<x<3,1<x<2,33<x<47,1<x<2,x>1,no checking,'<1',1
678,delayed previously,furniture/equipment,>=1000,co applicant,life insurance,bank,for free,high qualif/self emp/mgmt,yes,no,'female,div/sep,21<x<38,276<x<4813,x>3,1<x<2,33<x<47,1<x<2,x<1,no checking,'<1',1
679,'all paid',retraining,no known savings,none,'life insurance',stores,rent,'unskilled resident',yes,no,'male,single,4<x<21,4813<x<9350,1<x<2,1<x<2,33<x<47,x>3,x>1,'<0','4<=X<7',1
680,'delayed previously',other,'>=1000',guarantor,car,stores,'for free','unemp/unskilled non res',none,yes,female,mar/wid,38<x<55,276<x<4813,1<x<2,2<x<3,47<x<61,1<x<2,x>1,'no checking','<1',1
681,'no credits/all paid',repairs,>=1000,guarantor,no known property,bank,rent,unskilled resident,yes,yes,male,div/sep',4<x<21,4813<x<9350,1<x<2,1<x<2,33<x<47,2<x<3,x>1,'<0',<1,1
682,'no credits/all paid',new car,'>=1000',none,'real estate',stores,own,unemp/unskilled non res,yes,yes,'male,mar/wid',4<x<21,276<x<4813,1<x<2,x<1,47<x<61,x>3,x<1,'>=200','1<=X<4',1
683,all paid,'new car',no known savings,co applicant,'real estate',stores,own,skilled,yes,no,'male,single,21<x<38,276<x<4813,x>3,2<x<3,x>61,x<1,x>1,no checking,'1<=X<4',1
684,'existing paid','used car',500<=X<1000,'co applicant',car,none,'for free','unemp/unskilled non res',none,no,'male,mar/wid',4<x<21,276<x<4813,x<1,1<x<2,x>61,x<1,x>1,'no checking',4<=X<7,1
685,'delayed previously',other,'500<=X<1000','co applicant',car,stores,own,unemp/unskilled non res,yes,yes,'female,div/dep/mar,x>55,276<x<4813,2<x<3,1<x<2,33<x<47,x>3,x>1,<0,<1,0
686,delayed previously,other,'<100',co applicant,'life insurance',bank,for free,'high qualif/self emp/mgmt',none,yes,'female,div/sep,4<x<21,276<x<4813,x<1,x>3,47<x<61,1<x<2,x<1,0<=X<200,'>=7',1
687,critical/other existing credit,education,'<100',guarantor,life insurance,none,for free,skilled,none,no,male,div/sep',21<x<38,4813<x<9350,1<x<2,x>3,19<x<33,x>3,x<1,0<=X<200,'4<=X<7',0
688,'all paid',other,'<100',co applicant,no known property,stores,for free,'high qualif/self emp/mgmt',none,no,'male,mar/wid',4<x<21,276<x<4813,x>3,x>3,33<x<47,1<x<2,x>1,'no checking','4<=X<7',1
689,'delayed previously',used car,'100<=X<500','co applicant','life insurance',bank,for free,unemp/unskilled non res,yes,yes,'male,div/dep/mar,4<x<21,276<x<4813,x<1,x<1,19<x<33,x>3,x<1,>=200,<1,0
690,no credits/all paid,domestic appliance,'500<=X<1000',none,car,stores,own,unemp/unskilled non res,yes,yes,male,div/sep,4<x<21,276<x<4813,x<1,1<x<2,33<x<47,2<x<3,x<1,>=200,4<=X<7,0
691,'all paid',retraining,'<100',co applicant,'life insurance',bank,'for free',skilled,none,yes,'female,div/dep/mar,x>55,276<x<4813,1<x<2,1<x<2,19<x<33,2<x<3,x>1,'0<=X<200',unemployed,0
692,'existing paid',retraining,500<=X<1000,co applicant,car,stores,own,'unskilled resident',none,no,male,single',21<x<38,276<x<4813,x<1,2<x<3,x>61,2<x<3,x<1,'>=200',<1,1
693,all paid,domestic appliance,'500<=X<1000',co applicant,life insurance,stores,for free,'high qualif/self emp/mgmt',yes,yes,'female,mar/wid,21<x<38,276<x<4813,x>3,2<x<3,19<x<33,1<x<2,x<1,no checking,unemployed,0
694,critical/other existing credit,retraining,<100,guarantor,'life insurance',bank,for free,skilled,none,yes,'female,single,4<x<21,4813<x<9350,x<1,2<x<3,33<x<47,1<x<2,x>1,0<=X<200,'>=7',1
695,'all paid',furniture/equipment,'<100',none,car,stores,for free,skilled,yes,yes,male,single',38<x<55,276<x<4813,x>3,x>3,47<x<61,2<x<3,x>1,'<0',unemployed,1
696,'no credits/all paid',education,<100,co applicant,'real estate',stores,own,unskilled resident,none,no,'female,mar/wid,4<x<21,276<x<4813,x>3,1<x<2,47<x<61,x<1,x>1,>=200,1<=X<4,1
697,'no credits/all paid',radio/tv,100<=X<500,guarantor,'life insurance',bank,own,skilled,none,no,female,single,4<x<21,4813<x<9350,x<1,2<x<3,33<x<47,x>3,x<1,'>=200','>=7',1
698,'delayed previously',used car,>=1000,guarantor,car,bank,for free,skilled,none,no,'female,div/dep/mar',x>55,276<x<4813,2<x<3,2<x<3,47<x<61,2<x<3,x>1,<0,'>=7',1
699,'all paid','new car',<100,guarantor,no known property,bank,own,'unskilled resident',yes,yes,male,div/dep/mar,x>55,276<x<4813,2<x<3,x<1,19<x<33,2<x<3,x>1,>=200,'4<=X<7',0
700,existing paid,new car,'no known savings',none,'real estate',stores,for free,high qualif/self emp/mgmt,yes,no,'female,div/sep',4<x<21,276<x<4813,x<1,x>3,47<x<61,1<x<2,x<1,'no checking','<1',1
701,critical/other existing credit,domestic appliance,no known savings,none,'real estate',stores,for free,'unskilled resident',none,no,'male,mar/wid,21<x<38,276<x<4813,x<1,2<x<3,47<x<61,x<1,x<1,'>=200',1<=X<4,1
702,'no credits/all paid',other,500<=X<1000,guarantor,'no known property',none,for free,'high qualif/self emp/mgmt',none,yes,male,single,21<x<38,276<x<4813,2<x<3,x<1,19<x<33,x<1,x<1,>=200,4<=X<7,0
703,existing paid,new car,'100<=X<500','co applicant','real estate',none,'for free','high qualif/self emp/mgmt',yes,no,'male,mar/wid,21<x<38,276<x<4813,2<x<3,2<x<3,19<x<33,x>3,x<1,<0,unemployed,0
704,'existing paid','used car',100<=X<500,guarantor,car,stores,own,unskilled resident,none,no,'female,single,21<x<38,4813<x<9350,x>3,x<1,47<x<61,x>3,x>1,0<=X<200,4<=X<7,1
705,no credits/all paid,business,'100<=X<500',guarantor,car,stores,'for free','unskilled resident',none,no,female,div/dep/mar',4<x<21,276<x<4813,x<1,2<x<3,19<x<33,1<x<2,x>1,'0<=X<200','<1',0
706,delayed previously,'domestic appliance',100<=X<500,co applicant,'no known property',bank,rent,high qualif/self emp/mgmt,yes,yes,'male,div/sep',21<x<38,4813<x<9350,2<x<3,x>3,33<x<47,1<x<2,x<1,>=200,'<1',0
707,delayed previously,radio/tv,'500<=X<1000',none,real estate,bank,'for free',skilled,yes,no,male,div/sep,4<x<21,276<x<4813,x<1,1<x<2,x>61,1<x<2,x>1,0<=X<200,1<=X<4,1
708,critical/other existing credit,used car,'100<=X<500',co applicant,'real estate',bank,own,'unemp/unskilled non res',none,yes,'male,single,4<x<21,276<x<4813,x>3,2<x<3,19<x<33,1<x<2,x<1,'no checking',<1,0
709,no credits/all paid,'domestic appliance',500<=X<1000,'co applicant','life insurance',none,'for free',high qualif/self emp/mgmt,none,yes,'female,single,4<x<21,4813<x<9350,2<x<3,1<x<2,19<x<33,x>3,x>1,0<=X<200,4<=X<7,0
710,'delayed previously',domestic appliance,'no known savings',guarantor,no known property,bank,rent,'unskilled resident',none,no,female,single,38<x<55,276<x<4813,1<x<2,x<1,x>61,2<x<3,x<1,'no checking',4<=X<7,1
711,existing paid,retraining,'>=1000',guarantor,car,stores,own,'unskilled resident',none,no,'female,div/dep/mar,4<x<21,276<x<4813,x<1,2<x<3,x<19,x<1,x<1,'0<=X<200','<1',1
712,'existing paid',repairs,'<100','co applicant','real estate',stores,'for free',unemp/unskilled non res,yes,yes,'female,div/dep/mar',x<4,4813<x<9350,2<x<3,2<x<3,x>61,2<x<3,x>1,no checking,unemployed,1
713,'all paid',other,no known savings,'co applicant',car,stores,own,unemp/unskilled non res,yes,yes,'female,div/sep,4<x<21,276<x<4813,2<x<3,2<x<3,19<x<33,2<x<3,x>1,>=200,'>=7',1
714,'delayed previously',repairs,>=1000,none,life insurance,none,own,high qualif/self emp/mgmt,none,no,female,mar/wid',21<x<38,276<x<4813,2<x<3,x<1,33<x<47,x<1,x<1,'no checking','<1',1
715,'existing paid',domestic appliance,'<100',co applicant,no known property,stores,rent,'unskilled resident',none,yes,'female,single,4<x<21,276<x<4813,2<x<3,1<x<2,x>61,x>3,x>1,no checking,4<=X<7,1
716,'delayed previously',new car,100<=X<500,co applicant,'real estate',bank,'for free',high qualif/self emp/mgmt,none,no,'male,mar/wid,38<x<55,276<x<4813,2<x<3,x<1,x>61,x<1,x>1,no checking,'1<=X<4',1
717,critical/other existing credit,education,'>=1000',co applicant,no known property,stores,for free,'high qualif/self emp/mgmt',none,no,'female,mar/wid,21<x<38,276<x<4813,1<x<2,1<x<2,33<x<47,x>3,x<1,>=200,unemployed,1
718,no credits/all paid,retraining,500<=X<1000,none,car,stores,rent,high qualif/self emp/mgmt,yes,yes,female,div/sep',x<4,276<x<4813,x>3,2<x<3,19<x<33,x>3,x>1,<0,'>=7',1
719,all paid,new car,no known savings,'co applicant',car,bank,own,'high qualif/self emp/mgmt',yes,yes,male,mar/wid,4<x<21,276<x<4813,1<x<2,x<1,33<x<47,x<1,x<1,'no checking',unemployed,1
720,critical/other existing credit,'used car','500<=X<1000',co applicant,car,none,'for free',high qualif/self emp/mgmt,yes,yes,female,mar/wid',4<x<21,276<x<4813,x<1,1<x<2,47<x<61,1<x<2,x<1,'0<=X<200',>=7,0
721,critical/other existing credit,used car,100<=X<500,guarantor,real estate,stores,for free,'unemp/unskilled non res',yes,no,male,div/sep,4<x<21,276<x<4813,x>3,x<1,33<x<47,1<x<2,x<1,<0,'4<=X<7',1
722,'critical/other existing credit',used car,500<=X<1000,none,'life insurance',bank,rent,unskilled resident,yes,no,'male,mar/wid',4<x<21,276<x<4813,2<x<3,x>3,19<x<33,x<1,x<1,'0<=X<200','1<=X<4',1
723,'all paid','used car',no known savings,guarantor,'real estate',stores,rent,unemp/unskilled non res,none,no,'male,mar/wid,4<x<21,276<x<4813,1<x<2,x>3,19<x<33,x<1,x>1,'>=200',4<=X<7,1
724,existing paid,'domestic appliance',500<=X<1000,'co applicant','no known property',none,'for free','high qualif/self emp/mgmt',yes,no,female,div/sep,38<x<55,4813<x<9350,x<1,1<x<2,33<x<47,x>3,x<1,no checking,'1<=X<4',0
725,'existing paid',furniture/equipment,>=1000,co applicant,'life insurance',bank,'for free','high qualif/self emp/mgmt',none,no,male,div/dep/mar',4<x<21,276<x<4813,x<1,x>3,33<x<47,1<x<2,x<1,'0<=X<200',<1,1
726,no credits/all paid,business,<100,none,no known property,stores,for free,unemp/unskilled non res,yes,no,'male,single,4<x<21,276<x<4813,x>3,1<x<2,x>61,1<x<2,x<1,'no checking','<1',1
727,existing paid,business,'no known savings',none,car,none,rent,unemp/unskilled non res,yes,yes,female,div/sep',21<x<38,276<x<4813,x>3,1<x<2,19<x<33,x>3,x>1,<0,4<=X<7,0
728,existing paid,'used car',<100,'co applicant',car,bank,own,unskilled resident,yes,no,male,div/dep/mar',4<x<21,276<x<4813,x<1,x<1,33<x<47,1<x<2,x<1,>=200,<1,0
729,delayed previously,'new car',100<=X<500,guarantor,'real estate',none,rent,'unemp/unskilled non res',none,no,'male,single,4<x<21,276<x<4813,1<x<2,x>3,47<x<61,x<1,x>1,no checking,<1,1
730,critical/other existing credit,'domestic appliance',no known savings,guarantor,'real estate',stores,rent,unemp/unskilled non res,yes,yes,female,mar/wid,21<x<38,4813<x<9350,x>3,1<x<2,33<x<47,1<x<2,x<1,'no checking','1<=X<4',0
731,'critical/other existing credit',business,'500<=X<1000',co applicant,'real estate',bank,rent,high qualif/self emp/mgmt,none,yes,'female,div/dep/mar',21<x<38,4813<x<9350,x>3,x<1,x>61,1<x<2,x>1,'0<=X<200','>=7',0
732,'delayed previously',other,500<=X<1000,'co applicant',real estate,none,rent,unskilled resident,none,no,male,mar/wid',x<4,276<x<4813,x<1,x>3,47<x<61,1<x<2,x<1,>=200,>=7,1
733,'no credits/all paid',other,'500<=X<1000',co applicant,'life insurance',bank,'for free',high qualif/self emp/mgmt,none,no,male,div/dep/mar,38<x<55,276<x<4813,x<1,1<x<2,19<x<33,x>3,x>1,'no checking','>=7',1
734,all paid,new car,100<=X<500,guarantor,'real estate',none,own,'unemp/unskilled non res',yes,no,'female,div/sep',21<x<38,276<x<4813,x>3,1<x<2,19<x<33,x>3,x>1,'>=200',>=7,1
735,no credits/all paid,'used car',<100,guarantor,car,bank,own,'unskilled resident',yes,no,'female,single',4<x<21,276<x<4813,1<x<2,2<x<3,47<x<61,x<1,x>1,'>=200','<1',1
736,'no credits/all paid',other,>=1000,guarantor,car,bank,own,unskilled resident,yes,yes,'female,single,x<4,4813<x<9350,x<1,x>3,x>61,x<1,x>1,<0,'1<=X<4',1
