id,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,nr.employed,age,duration,campaign,pdays,previous,euribor3m,class
799,housemaid,married,basic.6y,no,yes,yes,cellular,jul,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,0<x<249,0<x<1,x>3.634,yes
800,retired,single,illiterate,no,yes,no,cellular,aug,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x>749,1<x<3,0.634<x<1.634,yes
801,admin.,married,high.school,no,no,no,telephone,oct,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,0<x<249,x<0,1.634<x<2.634,no
802,student,married,university.degree,no,yes,no,cellular,mar,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x>749,0<x<1,0.634<x<1.634,yes
803,self-employed,single,basic.9y,no,yes,no,cellular,mar,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,x>749,0<x<1,0.634<x<1.634,yes
804,technician,married,university.degree,no,no,no,cellular,nov,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x>749,3<x<5,1.634<x<2.634,no
805,unemployed,divorced,basic.4y,no,no,no,cellular,sep,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x>749,1<x<3,x>3.634,no
806,self-employed,married,illiterate,no,no,yes,telephone,apr,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,0<x<249,x<0,0.634<x<1.634,yes
807,self-employed,divorced,basic.9y,no,yes,yes,cellular,jun,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x>749,0<x<1,1.634<x<2.634,yes
808,technician,married,illiterate,no,yes,no,telephone,apr,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x<0,3<x<5,1.634<x<2.634,no
809,retired,single,illiterate,no,yes,no,cellular,nov,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,0<x<249,1<x<3,0.634<x<1.634,no
810,self-employed,married,basic.4y,no,yes,no,telephone,jun,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,0<x<249,3<x<5,1.634<x<2.634,yes
811,unemployed,single,university.degree,no,no,no,telephone,dec,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x>749,0<x<1,1.634<x<2.634,no
812,technician,single,university.degree,no,no,no,cellular,jul,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,x>749,x<0,x>3.634,no
813,unemployed,single,basic.9y,no,yes,yes,cellular,sep,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,x<0,0<x<1,x>3.634,yes
814,management,single,high.school,no,no,no,cellular,jul,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x<0,x<0,x>3.634,no
815,entrepreneur,single,basic.6y,no,yes,no,cellular,may,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x<0,3<x<5,1.634<x<2.634,yes
816,technician,married,professional.course,no,no,yes,telephone,oct,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,0<x<249,1<x<3,x>3.634,no
817,blue-collar,married,university.degree,no,no,no,cellular,jul,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,0<x<249,x<0,0.634<x<1.634,yes
818,admin.,single,basic.4y,no,yes,no,telephone,aug,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,x<0,1<x<3,1.634<x<2.634,yes
819,services,single,basic.9y,no,no,no,telephone,mar,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,0<x<249,0<x<1,x>3.634,no
820,admin.,single,basic.9y,no,yes,no,telephone,aug,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,x>749,x<0,1.634<x<2.634,yes
821,student,divorced,university.degree,no,yes,yes,cellular,may,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x<0,x<0,0.634<x<1.634,yes
822,entrepreneur,married,illiterate,no,yes,yes,telephone,dec,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,0<x<249,0<x<1,0.634<x<1.634,yes
823,admin.,single,illiterate,no,no,yes,cellular,sep,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x>749,1<x<3,0.634<x<1.634,no
824,entrepreneur,single,professional.course,no,no,yes,telephone,oct,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x>749,x<0,x>3.634,no
825,unemployed,divorced,high.school,no,no,no,telephone,may,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,0<x<249,3<x<5,0.634<x<1.634,yes
826,admin.,divorced,illiterate,no,yes,no,cellular,dec,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x>749,x<0,0.634<x<1.634,no
827,admin.,married,basic.4y,no,yes,no,cellular,jun,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x>749,1<x<3,x>3.634,no
828,technician,single,basic.6y,no,yes,yes,cellular,nov,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x<0,3<x<5,1.634<x<2.634,yes
829,services,divorced,professional.course,no,no,yes,cellular,oct,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x<0,x<0,x>3.634,no
830,housemaid,married,basic.9y,no,yes,yes,telephone,dec,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,x>749,x<0,x>3.634,no
831,management,married,basic.6y,no,no,no,cellular,aug,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x<0,x<0,1.634<x<2.634,yes
832,services,married,basic.4y,no,yes,no,telephone,dec,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x<0,3<x<5,0.634<x<1.634,yes
833,retired,married,illiterate,no,yes,no,telephone,nov,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,0<x<249,0<x<1,x>3.634,no
834,blue-collar,married,illiterate,no,yes,no,telephone,may,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,0<x<249,3<x<5,x>3.634,no
835,housemaid,married,illiterate,no,no,yes,telephone,aug,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x<0,x<0,0.634<x<1.634,no
836,unemployed,divorced,basic.4y,no,no,yes,telephone,may,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x>749,0<x<1,0.634<x<1.634,no
837,unemployed,married,illiterate,no,yes,no,telephone,sep,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x>749,3<x<5,0.634<x<1.634,no
838,services,single,professional.course,no,no,no,telephone,sep,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x<0,0<x<1,1.634<x<2.634,yes
839,management,married,high.school,no,no,yes,telephone,nov,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x>749,1<x<3,0.634<x<1.634,no
840,student,single,basic.9y,no,no,no,telephone,mar,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,x>749,x<0,x>3.634,no
841,unemployed,divorced,high.school,no,yes,no,cellular,apr,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x<0,3<x<5,0.634<x<1.634,yes
842,admin.,divorced,university.degree,no,no,no,telephone,dec,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x>749,1<x<3,x>3.634,no
843,retired,married,illiterate,no,yes,yes,telephone,dec,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x>749,x<0,1.634<x<2.634,no
844,services,married,professional.course,no,yes,no,cellular,may,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,0<x<249,x<0,x>3.634,no
845,unemployed,divorced,professional.course,no,yes,no,cellular,may,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,x>749,x<0,0.634<x<1.634,no
846,services,divorced,basic.9y,no,no,no,telephone,may,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x>749,0<x<1,x>3.634,no
847,services,single,university.degree,no,yes,no,telephone,may,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x>749,x<0,1.634<x<2.634,no
848,housemaid,divorced,university.degree,no,no,no,telephone,aug,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,0<x<249,0<x<1,x>3.634,no
849,retired,married,illiterate,no,no,yes,telephone,mar,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,0<x<249,0<x<1,x>3.634,no
850,self-employed,single,illiterate,no,yes,no,telephone,sep,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x>749,x<0,0.634<x<1.634,no
851,services,single,university.degree,no,yes,yes,cellular,nov,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x>749,1<x<3,1.634<x<2.634,no
852,student,married,high.school,no,yes,no,telephone,dec,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x>749,1<x<3,1.634<x<2.634,yes
853,technician,divorced,high.school,no,no,yes,cellular,jul,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x<0,0<x<1,0.634<x<1.634,yes
854,services,married,university.degree,no,no,yes,cellular,dec,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,x<0,1<x<3,0.634<x<1.634,yes
855,unemployed,single,university.degree,no,yes,yes,cellular,nov,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,0<x<249,0<x<1,0.634<x<1.634,yes
856,unemployed,single,high.school,no,yes,yes,cellular,mar,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x>749,x<0,x>3.634,no
857,management,divorced,basic.9y,no,yes,yes,telephone,jun,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x<0,x<0,1.634<x<2.634,yes
858,admin.,single,high.school,no,no,no,cellular,aug,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,0<x<249,1<x<3,x>3.634,no
859,retired,single,professional.course,no,yes,yes,telephone,sep,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x<0,1<x<3,1.634<x<2.634,yes
860,blue-collar,divorced,university.degree,no,yes,no,cellular,aug,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,x<0,3<x<5,1.634<x<2.634,yes
861,blue-collar,married,basic.6y,no,yes,yes,telephone,aug,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x<0,1<x<3,0.634<x<1.634,yes
862,self-employed,divorced,university.degree,no,yes,yes,telephone,dec,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,0<x<249,3<x<5,1.634<x<2.634,yes
863,entrepreneur,married,basic.9y,no,no,no,cellular,may,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x>749,3<x<5,x>3.634,no
864,unemployed,single,illiterate,no,no,yes,telephone,nov,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x<0,x<0,1.634<x<2.634,no
865,management,single,professional.course,no,no,no,telephone,dec,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x<0,0<x<1,1.634<x<2.634,yes
866,management,married,basic.6y,no,yes,no,telephone,jun,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x<0,3<x<5,0.634<x<1.634,yes
867,retired,single,basic.6y,no,yes,no,cellular,mar,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,0<x<249,1<x<3,x>3.634,no
868,entrepreneur,married,university.degree,no,no,no,cellular,mar,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,0<x<249,3<x<5,x>3.634,no
869,technician,divorced,high.school,no,no,yes,telephone,oct,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,0<x<249,x<0,0.634<x<1.634,no
870,unemployed,divorced,university.degree,no,no,yes,cellular,jul,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x<0,1<x<3,0.634<x<1.634,yes
871,student,married,basic.4y,no,yes,no,telephone,jul,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,0<x<249,3<x<5,1.634<x<2.634,yes
872,unemployed,married,basic.6y,no,no,no,cellular,apr,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x>749,x<0,1.634<x<2.634,no
873,admin.,divorced,university.degree,no,yes,no,telephone,apr,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,0<x<249,x<0,0.634<x<1.634,yes
874,entrepreneur,divorced,basic.9y,no,no,no,cellular,sep,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,0<x<249,x<0,1.634<x<2.634,no
875,student,divorced,basic.9y,no,no,no,telephone,nov,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x<0,0<x<1,x>3.634,no
876,admin.,single,high.school,no,no,yes,telephone,nov,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,x<0,3<x<5,0.634<x<1.634,no
877,admin.,single,basic.9y,no,no,no,telephone,mar,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,0<x<249,3<x<5,x>3.634,no
878,blue-collar,married,illiterate,no,yes,no,cellular,jul,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x>749,1<x<3,1.634<x<2.634,no
879,blue-collar,divorced,illiterate,no,no,no,telephone,aug,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x>749,3<x<5,0.634<x<1.634,no
880,unemployed,married,professional.course,no,yes,no,telephone,sep,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x<0,x<0,x>3.634,no
881,technician,divorced,basic.6y,no,yes,yes,cellular,dec,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,0<x<249,0<x<1,x>3.634,yes
882,technician,divorced,professional.course,no,no,yes,cellular,aug,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,x<0,0<x<1,x>3.634,no
883,housemaid,married,high.school,no,no,yes,telephone,jul,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x<0,0<x<1,0.634<x<1.634,yes
884,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x>749,1<x<3,x>3.634,no
885,unemployed,married,university.degree,no,yes,no,cellular,sep,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,x<0,3<x<5,1.634<x<2.634,yes
886,technician,single,professional.course,no,yes,no,cellular,aug,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x>749,1<x<3,1.634<x<2.634,no
887,admin.,single,professional.course,no,no,no,cellular,aug,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x>749,1<x<3,x>3.634,no
888,retired,single,illiterate,no,no,no,cellular,oct,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,0<x<249,x<0,0.634<x<1.634,yes
889,technician,married,basic.9y,no,no,no,telephone,oct,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,0<x<249,x<0,1.634<x<2.634,yes
890,unemployed,divorced,illiterate,no,no,no,cellular,may,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,0<x<249,3<x<5,1.634<x<2.634,yes
891,blue-collar,single,basic.9y,no,yes,yes,telephone,aug,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x>749,1<x<3,0.634<x<1.634,yes
892,self-employed,single,high.school,no,yes,no,telephone,nov,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x>749,x<0,0.634<x<1.634,no
893,student,single,university.degree,no,yes,yes,cellular,nov,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,x>749,3<x<5,0.634<x<1.634,yes
894,services,married,high.school,no,yes,yes,telephone,may,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x>749,3<x<5,0.634<x<1.634,no
895,admin.,divorced,professional.course,no,no,yes,cellular,sep,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x<0,0<x<1,x>3.634,no
896,admin.,single,basic.6y,no,no,yes,cellular,nov,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x>749,0<x<1,0.634<x<1.634,no
897,student,divorced,basic.6y,no,yes,yes,cellular,dec,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,0<x<249,x<0,x>3.634,no
898,self-employed,divorced,basic.4y,no,no,no,cellular,apr,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x<0,x<0,x>3.634,no
899,technician,divorced,basic.6y,no,yes,yes,telephone,may,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x<0,3<x<5,1.634<x<2.634,yes
900,entrepreneur,divorced,basic.4y,no,yes,no,cellular,aug,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,x>749,3<x<5,0.634<x<1.634,no
901,technician,married,basic.6y,no,no,yes,cellular,dec,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x<0,x<0,1.634<x<2.634,yes
902,admin.,divorced,illiterate,no,yes,yes,cellular,oct,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,0<x<249,1<x<3,x>3.634,no
903,technician,married,basic.4y,no,no,no,cellular,jul,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x>749,x<0,1.634<x<2.634,no
904,services,married,basic.6y,no,yes,no,telephone,sep,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,0<x<249,3<x<5,x>3.634,no
905,admin.,divorced,university.degree,no,yes,no,telephone,jul,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x>749,0<x<1,x>3.634,no
906,self-employed,married,high.school,no,yes,yes,telephone,mar,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x>749,1<x<3,1.634<x<2.634,no
907,admin.,divorced,basic.9y,no,no,yes,telephone,nov,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x<0,x<0,1.634<x<2.634,no
908,unemployed,married,high.school,no,no,yes,cellular,oct,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x>749,3<x<5,0.634<x<1.634,no
909,management,married,basic.9y,no,yes,yes,telephone,apr,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,x>749,0<x<1,1.634<x<2.634,no
910,management,single,illiterate,no,yes,yes,telephone,oct,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x>749,1<x<3,1.634<x<2.634,no
911,management,divorced,basic.4y,no,no,yes,cellular,jul,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,0<x<249,1<x<3,x>3.634,no
912,services,married,basic.4y,no,yes,yes,cellular,aug,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x<0,0<x<1,x>3.634,no
913,housemaid,single,basic.9y,no,yes,yes,cellular,nov,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,0<x<249,3<x<5,x>3.634,no
914,retired,married,basic.4y,no,yes,no,cellular,oct,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x<0,0<x<1,1.634<x<2.634,yes
915,services,divorced,high.school,no,yes,no,cellular,mar,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,0<x<249,1<x<3,0.634<x<1.634,yes
916,entrepreneur,single,basic.6y,no,yes,yes,telephone,oct,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x<0,x<0,1.634<x<2.634,no
917,retired,married,basic.6y,no,yes,no,cellular,jul,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,0<x<249,0<x<1,0.634<x<1.634,yes
918,technician,married,basic.9y,no,no,yes,telephone,jul,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,0<x<249,3<x<5,1.634<x<2.634,yes
919,retired,single,university.degree,no,yes,yes,telephone,jul,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,0<x<249,0<x<1,0.634<x<1.634,yes
920,management,married,university.degree,no,yes,no,cellular,mar,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,0<x<249,3<x<5,x>3.634,no
921,retired,married,basic.4y,no,yes,no,cellular,nov,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,x<0,1<x<3,0.634<x<1.634,yes
922,retired,single,university.degree,no,no,yes,telephone,may,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,0<x<249,1<x<3,1.634<x<2.634,yes
923,housemaid,divorced,basic.4y,no,yes,yes,cellular,jun,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,0<x<249,3<x<5,0.634<x<1.634,yes
924,student,married,basic.6y,no,yes,yes,telephone,aug,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,0<x<249,x<0,x>3.634,no
925,blue-collar,divorced,high.school,no,no,yes,telephone,apr,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,0<x<249,0<x<1,1.634<x<2.634,yes
926,unemployed,divorced,professional.course,no,yes,no,cellular,oct,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x>749,3<x<5,0.634<x<1.634,no
927,retired,divorced,university.degree,no,no,yes,cellular,dec,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x<0,1<x<3,x>3.634,no
928,retired,single,high.school,no,yes,yes,telephone,sep,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x>749,3<x<5,0.634<x<1.634,no
929,housemaid,single,basic.4y,no,yes,yes,telephone,may,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x>749,3<x<5,1.634<x<2.634,no
930,self-employed,divorced,basic.9y,no,no,yes,cellular,may,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,0<x<249,1<x<3,1.634<x<2.634,yes
931,retired,married,professional.course,no,yes,yes,cellular,jul,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x>749,1<x<3,0.634<x<1.634,yes
